Instance,Income
118600,45448
118601,95753
118602,31881
118603,53071
118604,15662
118605,25661
118606,48680
118607,177329
118608,59954
118609,68271
118610,346217
118611,137149
118612,78010
118613,12098
118614,62044
118615,136283
118616,24001
118617,264330
118618,376012
118619,21503
118620,43045
118621,33633
118622,14070
118623,6621
118624,57668
118625,47763
118626,198026
118627,17151
118628,92479
118629,37071
118630,76837
118631,82786
118632,101947
118633,48669
118634,31259
118635,108104
118636,43077
118637,154572
118638,260053
118639,555601
118640,33230
118641,190601
118642,75057
118643,112408
118644,19624
118645,181399
118646,26446
118647,87303
118648,48707
118649,312560
118650,87071
118651,37633
118652,32001
118653,48633
118654,20240
118655,30019
118656,27015
118657,40774
118658,500457
118659,44200
118660,21701
118661,25152
118662,309461
118663,88275
118664,9306
118665,132251
118666,46197
118667,13150
118668,80696
118669,34665
118670,89702
118671,38839
118672,158123
118673,130454
118674,263657
118675,83914
118676,36989
118677,24407
118678,153358
118679,206985
118680,32797
118681,33222
118682,38305
118683,49572
118684,22932
118685,249426
118686,49440
118687,239734
118688,10510
118689,45179
118690,315734
118691,84293
118692,498439
118693,49265
118694,82969
118695,41845
118696,50196
118697,37009
118698,46664
118699,93633
118700,32972
118701,11379
118702,787736
118703,40517
118704,48702
118705,51197
118706,27087
118707,25895
118708,47780
118709,126826
118710,168413
118711,25433
118712,140225
118713,15554
118714,67010
118715,48116
118716,40515
118717,40436
118718,96111
118719,26811
118720,9079
118721,41495
118722,76376
118723,29857
118724,257111
118725,61432
118726,26973
118727,10162
118728,126271
118729,171013
118730,73302
118731,134836
118732,41443
118733,125694
118734,123224
118735,180240
118736,13448
118737,254774
118738,76650
118739,24029
118740,15960
118741,37612
118742,63053
118743,122788
118744,232517
118745,86142
118746,42400
118747,64635
118748,53188
118749,28422
118750,134977
118751,148797
118752,6752
118753,11813
118754,84976
118755,120349
118756,130512
118757,571467
118758,6660
118759,26247
118760,457314
118761,82977
118762,26353
118763,380030
118764,392052
118765,136862
118766,102350
118767,127660
118768,23694
118769,35479
118770,38600
118771,38290
118772,215242
118773,48312
118774,14140
118775,69475
118776,72403
118777,126316
118778,12982
118779,44809
118780,55209
118781,36941
118782,8330
118783,50004
118784,25365
118785,3621
118786,29294
118787,193689
118788,49383
118789,180960
118790,456495
118791,21202
118792,65860
118793,164801
118794,43948
118795,205436
118796,268854
118797,290093
118798,389893
118799,165809
118800,29949
118801,39548
118802,320978
118803,140476
118804,94649
118805,351456
118806,42996
118807,19420
118808,71713
118809,29829
118810,35184
118811,189005
118812,10035
118813,39675
118814,46958
118815,129878
118816,244704
118817,195039
118818,38724
118819,20973
118820,280823
118821,53752
118822,31701
118823,70956
118824,131355
118825,11163
118826,25249
118827,371009
118828,22856
118829,38195
118830,16184
118831,120652
118832,24371
118833,49104
118834,101619
118835,44763
118836,67376
118837,242856
118838,91178
118839,102130
118840,163246
118841,330135
118842,434836
118843,17096
118844,73695
118845,19453
118846,47003
118847,459728
118848,63342
118849,227877
118850,163956
118851,25016
118852,27912
118853,67124
118854,225685
118855,560500
118856,56211
118857,73788
118858,56410
118859,45435
118860,45726
118861,10893
118862,196258
118863,124169
118864,66557
118865,202794
118866,733427
118867,133000
118868,63955
118869,683325
118870,136172
118871,71281
118872,45501
118873,40411
118874,80022
118875,109408
118876,85570
118877,137658
118878,73921
118879,306453
118880,111447
118881,67917
118882,72636
118883,76703
118884,136912
118885,53737
118886,56664
118887,16647
118888,110929
118889,322241
118890,12748
118891,205242
118892,34154
118893,268601
118894,215541
118895,102090
118896,36289
118897,22558
118898,30616
118899,7098
118900,6853
118901,31205
118902,30993
118903,113768
118904,149134
118905,102623
118906,69288
118907,32302
118908,13887
118909,148382
118910,276681
118911,63373
118912,5191
118913,24231
118914,96124
118915,8316
118916,26310
118917,121316
118918,25188
118919,118063
118920,10166
118921,130292
118922,101660
118923,131465
118924,184131
118925,140852
118926,18355
118927,204297
118928,177723
118929,131653
118930,249336
118931,25583
118932,158724
118933,650986
118934,40260
118935,75160
118936,92374
118937,86763
118938,91547
118939,194366
118940,6393
118941,96537
118942,64651
118943,437551
118944,21030
118945,448681
118946,182553
118947,48492
118948,115210
118949,27624
118950,120791
118951,259533
118952,193290
118953,98820
118954,16349
118955,191485
118956,169335
118957,38011
118958,38770
118959,81484
118960,28672
118961,49758
118962,212631
118963,470690
118964,264009
118965,25362
118966,44349
118967,100240
118968,147947
118969,214308
118970,126473
118971,317714
118972,145250
118973,128908
118974,367328
118975,17418
118976,61093
118977,68995
118978,77187
118979,548108
118980,51732
118981,255274
118982,164596
118983,76460
118984,108985
118985,64554
118986,81296
118987,11682
118988,395766
118989,127711
118990,36716
118991,85466
118992,429159
118993,124030
118994,82360
118995,59802
118996,27952
118997,80504
118998,244421
118999,43707
119000,93019
119001,39218
119002,21323
119003,144725
119004,248987
119005,58878
119006,68296
119007,138193
119008,9325
119009,176462
119010,38584
119011,41703
119012,48799
119013,55275
119014,13492
119015,119784
119016,89816
119017,204821
119018,7447
119019,365560
119020,73267
119021,113647
119022,450513
119023,32751
119024,40043
119025,144032
119026,16028
119027,18791
119028,30111
119029,156390
119030,350444
119031,28126
119032,196235
119033,30818
119034,51856
119035,383176
119036,30258
119037,45408
119038,53814
119039,25936
119040,179784
119041,53107
119042,49613
119043,64679
119044,134478
119045,45758
119046,20581
119047,22287
119048,287208
119049,62391
119050,33040
119051,161989
119052,45467
119053,63541
119054,125831
119055,97710
119056,87305
119057,41255
119058,12355
119059,77205
119060,19568
119061,60600
119062,288216
119063,53372
119064,102043
119065,579403
119066,36450
119067,32673
119068,65658
119069,73582
119070,14096
119071,42972
119072,21822
119073,25109
119074,264018
119075,53264
119076,45894
119077,6052
119078,73321
119079,37451
119080,103797
119081,242474
119082,67340
119083,9225
119084,24085
119085,66560
119086,159358
119087,197159
119088,25335
119089,260653
119090,20917
119091,48014
119092,127514
119093,35329
119094,48838
119095,76976
119096,105245
119097,98636
119098,68872
119099,30834
119100,122832
119101,22987
119102,50011
119103,17294
119104,60242
119105,392065
119106,141818
119107,31319
119108,69594
119109,85298
119110,115515
119111,43319
119112,107603
119113,366521
119114,27696
119115,108230
119116,40538
119117,75813
119118,170332
119119,41812
119120,140188
119121,36804
119122,220391
119123,168986
119124,47516
119125,67224
119126,123868
119127,30668
119128,94541
119129,121581
119130,185218
119131,560788
119132,60913
119133,35117
119134,105678
119135,259530
119136,56461
119137,7861
119138,378585
119139,44970
119140,32382
119141,33140
119142,75353
119143,230633
119144,101910
119145,99435
119146,43354
119147,186811
119148,41719
119149,16586
119150,45320
119151,187659
119152,167753
119153,455343
119154,120696
119155,51321
119156,227829
119157,33148
119158,131555
119159,10570
119160,131476
119161,43001
119162,66556
119163,40377
119164,207234
119165,12656
119166,103438
119167,209715
119168,67942
119169,124602
119170,430324
119171,29877
119172,15702
119173,623408
119174,199581
119175,55397
119176,401616
119177,143158
119178,89160
119179,86518
119180,230409
119181,12125
119182,75715
119183,264623
119184,596691
119185,73961
119186,102891
119187,45179
119188,209154
119189,163700
119190,19252
119191,176577
119192,122552
119193,161453
119194,22266
119195,53196
119196,113450
119197,57798
119198,113943
119199,261171
119200,48442
119201,50365
119202,22770
119203,16814
119204,11662
119205,50096
119206,27820
119207,32916
119208,36703
119209,25472
119210,19151
119211,57535
119212,54997
119213,21385
119214,294393
119215,243212
119216,14222
119217,40954
119218,58592
119219,243821
119220,166709
119221,32240
119222,46035
119223,10580
119224,99021
119225,83794
119226,18124
119227,121526
119228,17397
119229,31731
119230,274809
119231,36358
119232,51413
119233,39430
119234,189845
119235,62074
119236,257409
119237,137970
119238,36043
119239,26416
119240,197669
119241,88977
119242,30134
119243,15685
119244,79747
119245,18014
119246,79535
119247,170274
119248,56461
119249,226943
119250,72076
119251,10467
119252,43303
119253,165468
119254,345437
119255,86263
119256,44698
119257,64240
119258,18873
119259,61089
119260,141368
119261,44930
119262,71418
119263,35910
119264,17065
119265,55393
119266,45599
119267,42216
119268,33480
119269,17156
119270,60459
119271,87038
119272,302493
119273,48855
119274,112535
119275,170775
119276,31451
119277,94334
119278,196401
119279,26215
119280,29037
119281,145766
119282,58419
119283,77256
119284,18939
119285,49908
119286,33389
119287,9836
119288,29099
119289,70205
119290,307283
119291,111841
119292,63253
119293,67229
119294,267217
119295,244579
119296,87858
119297,130133
119298,43457
119299,10722
119300,74319
119301,61974
119302,104291
119303,77741
119304,51973
119305,16536
119306,9228
119307,8502
119308,46135
119309,71202
119310,209743
119311,104643
119312,142502
119313,18328
119314,17724
119315,160401
119316,579429
119317,66045
119318,1273371
119319,38902
119320,120771
119321,450509
119322,290234
119323,44595
119324,49088
119325,17004
119326,28366
119327,101244
119328,610180
119329,245831
119330,113885
119331,54031
119332,108109
119333,129955
119334,14921
119335,35032
119336,13464
119337,74847
119338,242025
119339,69020
119340,406530
119341,25706
119342,22625
119343,25592
119344,106289
119345,156197
119346,47138
119347,16249
119348,181505
119349,34189
119350,30445
119351,86506
119352,29631
119353,405065
119354,335407
119355,94968
119356,80523
119357,24938
119358,228978
119359,11281
119360,76968
119361,64439
119362,10590
119363,238027
119364,77855
119365,392121
119366,43175
119367,281994
119368,140393
119369,142779
119370,345931
119371,54636
119372,65624
119373,34719
119374,195533
119375,41830
119376,14926
119377,27548
119378,34322
119379,280231
119380,15184
119381,236320
119382,7243
119383,91248
119384,289840
119385,106920
119386,10358
119387,200004
119388,25378
119389,792945
119390,122156
119391,39089
119392,86997
119393,159117
119394,169173
119395,35953
119396,66320
119397,486585
119398,53138
119399,164687
119400,180371
119401,181736
119402,100800
119403,20305
119404,67119
119405,352274
119406,523404
119407,309028
119408,211790
119409,64333
119410,159666
119411,42417
119412,22603
119413,19363
119414,88254
119415,150090
119416,81557
119417,29057
119418,190547
119419,9726
119420,71307
119421,16319
119422,43819
119423,29837
119424,39173
119425,30214
119426,32045
119427,51855
119428,46267
119429,181661
119430,37242
119431,45747
119432,151150
119433,113659
119434,15128
119435,230640
119436,459988
119437,18427
119438,40875
119439,66781
119440,25414
119441,35459
119442,46397
119443,48891
119444,44684
119445,31812
119446,180339
119447,27316
119448,31552
119449,145394
119450,52086
119451,836105
119452,31698
119453,24502
119454,118692
119455,164128
119456,29352
119457,217318
119458,10688
119459,108101
119460,90302
119461,14971
119462,25898
119463,57843
119464,68711
119465,14223
119466,10942
119467,96328
119468,111372
119469,161226
119470,364492
119471,62063
119472,105694
119473,72919
119474,60679
119475,281196
119476,72976
119477,14790
119478,230032
119479,650026
119480,269537
119481,447760
119482,270798
119483,18700
119484,58770
119485,27113
119486,11349
119487,62375
119488,126716
119489,55173
119490,63390
119491,66273
119492,243995
119493,142823
119494,85675
119495,53051
119496,181962
119497,40782
119498,35551
119499,11638
119500,431332
119501,472077
119502,40879
119503,10002
119504,18157
119505,110190
119506,27513
119507,259746
119508,120483
119509,424035
119510,44362
119511,14864
119512,89060
119513,52735
119514,95115
119515,59066
119516,24078
119517,100146
119518,110575
119519,39606
119520,49766
119521,194799
119522,70469
119523,134388
119524,32372
119525,239150
119526,35388
119527,74619
119528,82091
119529,301548
119530,29321
119531,12368
119532,28741
119533,129966
119534,201409
119535,148299
119536,146129
119537,251305
119538,11164
119539,292207
119540,326810
119541,46792
119542,134674
119543,23841
119544,117406
119545,107153
119546,156289
119547,30627
119548,101001
119549,300857
119550,102742
119551,16146
119552,78792
119553,78252
119554,94198
119555,197352
119556,61915
119557,46593
119558,40935
119559,149071
119560,360507
119561,119205
119562,42417
119563,81752
119564,44786
119565,37134
119566,34185
119567,128705
119568,47830
119569,215510
119570,42238
119571,104891
119572,23864
119573,318018
119574,316602
119575,154900
119576,559985
119577,14704
119578,10096
119579,16024
119580,53885
119581,17908
119582,41161
119583,1018656
119584,31949
119585,118355
119586,311539
119587,40924
119588,144852
119589,31432
119590,314787
119591,16322
119592,89775
119593,141608
119594,145657
119595,31903
119596,251178
119597,293576
119598,120018
119599,237196
119600,132450
119601,145177
119602,161085
119603,62260
119604,87668
119605,102696
119606,28446
119607,19510
119608,193479
119609,117362
119610,115468
119611,43690
119612,29293
119613,17153
119614,101493
119615,52460
119616,55623
119617,37834
119618,69794
119619,81464
119620,5922
119621,44158
119622,313818
119623,51979
119624,100571
119625,52011
119626,154782
119627,168595
119628,41748
119629,317487
119630,36798
119631,138763
119632,44232
119633,88416
119634,44276
119635,59954
119636,284800
119637,14106
119638,33269
119639,393092
119640,111084
119641,61200
119642,42006
119643,4565
119644,10186
119645,22783
119646,66538
119647,137922
119648,19244
119649,29357
119650,51452
119651,35160
119652,107316
119653,149562
119654,285958
119655,95112
119656,70609
119657,59579
119658,34748
119659,40383
119660,57626
119661,411823
119662,19478
119663,245735
119664,60830
119665,675138
119666,44480
119667,72069
119668,78263
119669,29830
119670,13314
119671,78104
119672,88696
119673,45675
119674,50103
119675,14084
119676,46832
119677,49194
119678,115632
119679,5346
119680,33275
119681,19266
119682,37164
119683,37434
119684,54209
119685,77525
119686,121450
119687,80460
119688,338992
119689,83584
119690,92944
119691,101926
119692,29733
119693,550791
119694,58453
119695,119074
119696,53893
119697,180511
119698,44218
119699,30901
119700,24257
119701,82081
119702,26958
119703,13532
119704,14545
119705,16785
119706,34531
119707,37513
119708,34423
119709,295890
119710,9940
119711,162068
119712,43590
119713,152205
119714,148644
119715,103028
119716,90371
119717,46197
119718,12905
119719,426617
119720,199998
119721,441093
119722,60052
119723,121887
119724,17887
119725,46833
119726,103480
119727,96103
119728,179450
119729,52527
119730,129208
119731,194237
119732,126505
119733,132404
119734,128906
119735,28069
119736,196358
119737,26924
119738,141828
119739,23723
119740,78184
119741,64853
119742,28652
119743,16203
119744,128726
119745,327371
119746,17416
119747,30295
119748,56943
119749,25613
119750,106586
119751,61483
119752,25497
119753,48839
119754,41606
119755,218740
119756,18885
119757,23924
119758,213242
119759,84238
119760,46914
119761,297422
119762,193992
119763,132977
119764,33704
119765,42265
119766,354517
119767,27162
119768,12788
119769,22808
119770,24401
119771,236228
119772,182172
119773,122285
119774,86818
119775,158784
119776,20921
119777,121004
119778,136248
119779,136009
119780,70155
119781,51512
119782,39298
119783,984982
119784,29261
119785,11878
119786,20678
119787,70858
119788,95479
119789,29002
119790,35303
119791,27879
119792,146972
119793,179558
119794,53290
119795,17110
119796,30884
119797,68111
119798,88687
119799,32736
119800,82314
119801,5184
119802,38946
119803,28455
119804,65306
119805,40478
119806,24090
119807,18753
119808,85937
119809,56811
119810,57729
119811,47639
119812,65408
119813,111712
119814,13291
119815,121715
119816,22801
119817,65275
119818,139916
119819,42976
119820,304378
119821,45597
119822,95601
119823,245517
119824,69054
119825,90027
119826,356620
119827,155650
119828,11154
119829,85560
119830,328701
119831,237310
119832,46551
119833,56871
119834,25731
119835,35729
119836,213434
119837,151157
119838,28984
119839,114893
119840,36604
119841,69998
119842,122060
119843,45547
119844,40696
119845,18840
119846,248389
119847,188544
119848,56897
119849,417660
119850,13261
119851,133041
119852,208608
119853,45313
119854,31531
119855,119406
119856,20950
119857,55181
119858,42378
119859,39467
119860,235519
119861,153862
119862,36715
119863,44103
119864,50651
119865,122669
119866,145156
119867,48312
119868,181672
119869,24218
119870,176665
119871,43576
119872,51181
119873,72056
119874,176686
119875,38042
119876,93178
119877,97528
119878,49990
119879,28499
119880,27313
119881,250606
119882,52745
119883,9867
119884,60577
119885,50336
119886,84131
119887,106696
119888,606741
119889,16221
119890,56965
119891,29983
119892,102775
119893,128186
119894,115213
119895,22466
119896,10253
119897,321563
119898,4488
119899,50589
119900,20995
119901,24499
119902,408365
119903,122830
119904,87522
119905,34346
119906,584898
119907,323388
119908,144356
119909,149879
119910,229485
119911,163982
119912,188182
119913,243815
119914,26913
119915,153809
119916,17488
119917,126965
119918,46661
119919,89177
119920,34637
119921,39653
119922,78132
119923,51276
119924,165989
119925,20951
119926,199059
119927,19664
119928,24065
119929,46625
119930,20866
119931,34836
119932,96288
119933,33774
119934,241306
119935,52098
119936,61031
119937,65534
119938,121921
119939,20686
119940,205724
119941,66260
119942,34556
119943,92008
119944,41225
119945,59980
119946,173286
119947,42388
119948,16521
119949,123852
119950,106725
119951,247564
119952,166195
119953,35272
119954,15747
119955,132485
119956,23157
119957,75027
119958,62607
119959,10307
119960,185639
119961,86982
119962,26536
119963,182980
119964,23714
119965,183775
119966,45757
119967,28982
119968,71677
119969,25790
119970,85757
119971,30893
119972,65470
119973,83029
119974,15863
119975,123531
119976,13193
119977,115535
119978,49350
119979,63786
119980,271877
119981,54125
119982,46208
119983,112525
119984,79060
119985,56515
119986,316285
119987,50337
119988,137115
119989,22057
119990,18776
119991,13550
119992,105359
119993,44184
119994,216294
119995,85030
119996,109496
119997,129829
119998,37128
119999,65374
120000,23738
120001,428596
120002,36729
120003,34854
120004,64799
120005,17403
120006,228173
120007,385711
120008,38410
120009,21028
120010,91461
120011,7895
120012,42958
120013,345733
120014,21057
120015,55473
120016,214900
120017,21542
120018,73977
120019,107864
120020,17690
120021,445533
120022,157548
120023,46739
120024,37828
120025,29567
120026,59657
120027,170508
120028,447232
120029,188432
120030,203918
120031,46202
120032,67503
120033,102428
120034,49755
120035,59417
120036,119778
120037,16033
120038,13869
120039,8437
120040,21583
120041,18863
120042,254337
120043,71100
120044,414623
120045,72948
120046,22160
120047,252080
120048,219506
120049,117384
120050,38044
120051,90340
120052,10528
120053,41809
120054,38481
120055,176986
120056,17380
120057,18164
120058,26449
120059,355095
120060,124226
120061,64910
120062,69671
120063,26793
120064,71404
120065,83807
120066,35225
120067,98475
120068,472071
120069,19160
120070,16645
120071,31861
120072,305552
120073,89255
120074,80893
120075,15471
120076,99825
120077,76775
120078,196735
120079,73583
120080,54509
120081,144882
120082,170898
120083,203379
120084,365851
120085,83221
120086,23320
120087,96631
120088,63872
120089,12230
120090,129670
120091,68109
120092,31578
120093,57185
120094,225195
120095,30817
120096,76619
120097,30885
120098,42076
120099,48026
120100,106997
120101,361364
120102,115120
120103,109562
120104,95197
120105,123318
120106,71129
120107,214742
120108,68627
120109,113297
120110,15001
120111,107562
120112,32863
120113,289049
120114,196363
120115,32863
120116,63729
120117,36648
120118,125969
120119,26730
120120,23613
120121,42041
120122,13765
120123,30241
120124,72969
120125,636321
120126,46142
120127,90044
120128,24857
120129,177928
120130,91927
120131,131078
120132,40456
120133,29758
120134,188960
120135,63043
120136,94757
120137,31209
120138,56843
120139,129777
120140,13880
120141,57873
120142,44679
120143,123890
120144,47835
120145,84572
120146,38511
120147,29778
120148,108023
120149,22799
120150,32456
120151,112726
120152,134781
120153,170535
120154,98380
120155,199770
120156,74239
120157,348555
120158,52818
120159,40897
120160,53552
120161,95855
120162,344235
120163,51897
120164,117735
120165,177593
120166,476205
120167,24785
120168,171350
120169,36146
120170,48324
120171,38088
120172,14454
120173,38602
120174,129810
120175,33018
120176,126730
120177,28403
120178,122226
120179,49115
120180,283057
120181,34262
120182,92212
120183,211951
120184,259621
120185,76520
120186,94796
120187,28411
120188,193382
120189,60191
120190,28468
120191,22742
120192,209972
120193,23848
120194,86843
120195,124866
120196,187170
120197,144515
120198,26244
120199,107471
120200,207760
120201,18479
120202,54682
120203,309307
120204,35215
120205,62172
120206,65118
120207,266121
120208,35979
120209,216447
120210,27308
120211,25196
120212,52835
120213,109310
120214,7719
120215,162819
120216,221697
120217,15021
120218,29847
120219,8398
120220,212251
120221,43390
120222,71507
120223,183032
120224,226908
120225,83778
120226,59968
120227,463465
120228,82760
120229,151948
120230,45441
120231,185962
120232,33183
120233,44429
120234,21319
120235,58732
120236,129728
120237,53730
120238,31292
120239,262075
120240,33269
120241,179924
120242,50720
120243,118117
120244,131434
120245,46344
120246,18075
120247,16900
120248,63777
120249,202145
120250,40583
120251,56097
120252,101496
120253,78789
120254,39728
120255,58799
120256,90212
120257,24919
120258,21443
120259,35890
120260,16654
120261,54880
120262,34995
120263,107826
120264,105878
120265,147644
120266,122562
120267,38271
120268,17139
120269,181828
120270,34417
120271,43993
120272,410898
120273,13563
120274,43482
120275,34088
120276,27232
120277,12204
120278,114825
120279,99465
120280,11306
120281,105584
120282,271331
120283,15766
120284,170487
120285,44860
120286,181095
120287,30200
120288,68886
120289,53362
120290,106191
120291,46694
120292,140637
120293,117160
120294,46340
120295,25585
120296,150938
120297,110401
120298,42859
120299,273293
120300,8381
120301,72460
120302,63488
120303,36550
120304,147162
120305,55268
120306,22914
120307,315910
120308,17321
120309,148017
120310,143789
120311,391138
120312,54590
120313,70196
120314,40349
120315,91332
120316,97709
120317,93195
120318,72521
120319,165894
120320,58733
120321,93562
120322,313336
120323,692419
120324,44665
120325,246755
120326,132900
120327,151176
120328,171722
120329,201366
120330,18270
120331,37286
120332,33150
120333,41389
120334,30982
120335,163249
120336,18826
120337,19703
120338,32584
120339,186098
120340,654604
120341,44360
120342,43003
120343,131107
120344,85061
120345,140044
120346,20026
120347,97784
120348,32757
120349,30119
120350,157525
120351,61290
120352,73092
120353,1469052
120354,28215
120355,32201
120356,32147
120357,18292
120358,9533
120359,97536
120360,932140
120361,287428
120362,49602
120363,234036
120364,69580
120365,11321
120366,65308
120367,53855
120368,67148
120369,31534
120370,49751
120371,180816
120372,153769
120373,20791
120374,159896
120375,493881
120376,149852
120377,283676
120378,71136
120379,29546
120380,40515
120381,61136
120382,643929
120383,47969
120384,159433
120385,50091
120386,311023
120387,59485
120388,108217
120389,16290
120390,10968
120391,102276
120392,159204
120393,37700
120394,57300
120395,25347
120396,166288
120397,38585
120398,41605
120399,229241
120400,93307
120401,39135
120402,23758
120403,512628
120404,131523
120405,96586
120406,24368
120407,32276
120408,386665
120409,34497
120410,142534
120411,426736
120412,133933
120413,371314
120414,143121
120415,34427
120416,37607
120417,148857
120418,24937
120419,19676
120420,51200
120421,61098
120422,78061
120423,41462
120424,115852
120425,48519
120426,14186
120427,8560
120428,80236
120429,78786
120430,151500
120431,109585
120432,25069
120433,96934
120434,37807
120435,173930
120436,195892
120437,108947
120438,111804
120439,67107
120440,25421
120441,37712
120442,16905
120443,14920
120444,116194
120445,69908
120446,9556
120447,35097
120448,40594
120449,197539
120450,21994
120451,126150
120452,35935
120453,46992
120454,23337
120455,33166
120456,36580
120457,78058
120458,9790
120459,334125
120460,12889
120461,66117
120462,79520
120463,166166
120464,28256
120465,44057
120466,27807
120467,15873
120468,114587
120469,150705
120470,79725
120471,108170
120472,495708
120473,81687
120474,84207
120475,55232
120476,55945
120477,54812
120478,49710
120479,41383
120480,40348
120481,11273
120482,28783
120483,219736
120484,33791
120485,273925
120486,46494
120487,47080
120488,10122
120489,33592
120490,137827
120491,111653
120492,92862
120493,74634
120494,14163
120495,61310
120496,43306
120497,27652
120498,191132
120499,111158
120500,34147
120501,22368
120502,207719
120503,42952
120504,310127
120505,17097
120506,132210
120507,42972
120508,116403
120509,46991
120510,90708
120511,47590
120512,12278
120513,115026
120514,102288
120515,142172
120516,93464
120517,13786
120518,135179
120519,76937
120520,37824
120521,709526
120522,22076
120523,26029
120524,83570
120525,77797
120526,101485
120527,79072
120528,484267
120529,185906
120530,34146
120531,43986
120532,356914
120533,51859
120534,56040
120535,369185
120536,20383
120537,396224
120538,40446
120539,116981
120540,141450
120541,188424
120542,46757
120543,108973
120544,52433
120545,32240
120546,142495
120547,147770
120548,37423
120549,628725
120550,51576
120551,109222
120552,24715
120553,37910
120554,163552
120555,223394
120556,77394
120557,327549
120558,163973
120559,95522
120560,423733
120561,9732
120562,40917
120563,328896
120564,11874
120565,90620
120566,290500
120567,30145
120568,38744
120569,38336
120570,31463
120571,213805
120572,31847
120573,20864
120574,45236
120575,238848
120576,68649
120577,5003
120578,40340
120579,24945
120580,58925
120581,44618
120582,46710
120583,31288
120584,56259
120585,92531
120586,48484
120587,100702
120588,459754
120589,87890
120590,14386
120591,87353
120592,32456
120593,14252
120594,40985
120595,172889
120596,51949
120597,19399
120598,59371
120599,20365
120600,32816
120601,45523
120602,25358
120603,106163
120604,26588
120605,247790
120606,198695
120607,96712
120608,52263
120609,210047
120610,46143
120611,66295
120612,428597
120613,65127
120614,38131
120615,85402
120616,79484
120617,198303
120618,23410
120619,83877
120620,39979
120621,6499
120622,21810
120623,282738
120624,66634
120625,21710
120626,39536
120627,68285
120628,70741
120629,306657
120630,37089
120631,60871
120632,3851
120633,478457
120634,56549
120635,175928
120636,60811
120637,227789
120638,176300
120639,80977
120640,161030
120641,43034
120642,30276
120643,195343
120644,28853
120645,10946
120646,39121
120647,85972
120648,197068
120649,60149
120650,117317
120651,76424
120652,63288
120653,45207
120654,94359
120655,136299
120656,17858
120657,50217
120658,326664
120659,427857
120660,54329
120661,119176
120662,39756
120663,181947
120664,63368
120665,85450
120666,81577
120667,103723
120668,52259
120669,172526
120670,51222
120671,79779
120672,190312
120673,59868
120674,54840
120675,32474
120676,83414
120677,87366
120678,96352
120679,97608
120680,143944
120681,46324
120682,30300
120683,294056
120684,212519
120685,49938
120686,23144
120687,46808
120688,239030
120689,117132
120690,42244
120691,38538
120692,20882
120693,18055
120694,40073
120695,116767
120696,94454
120697,27724
120698,27167
120699,149001
120700,53636
120701,14893
120702,67471
120703,133349
120704,13809
120705,34077
120706,29929
120707,163109
120708,28000
120709,316085
120710,286989
120711,57529
120712,16597
120713,47385
120714,32311
120715,22474
120716,45838
120717,26030
120718,167834
120719,128327
120720,15592
120721,92823
120722,35931
120723,269399
120724,163636
120725,127929
120726,63138
120727,19055
120728,66230
120729,20444
120730,79282
120731,77805
120732,229974
120733,98482
120734,176819
120735,26710
120736,118252
120737,15440
120738,38861
120739,324071
120740,52536
120741,81093
120742,50942
120743,26619
120744,286486
120745,40430
120746,87090
120747,47081
120748,71146
120749,110210
120750,177634
120751,674296
120752,171980
120753,202754
120754,29235
120755,24072
120756,155629
120757,14791
120758,13195
120759,82983
120760,95204
120761,138837
120762,154243
120763,17409
120764,183938
120765,244224
120766,26854
120767,399875
120768,31713
120769,140984
120770,324038
120771,60835
120772,99330
120773,57780
120774,26515
120775,27530
120776,75407
120777,35622
120778,425789
120779,23837
120780,24827
120781,47687
120782,78966
120783,56638
120784,80065
120785,44742
120786,64334
120787,10967
120788,60914
120789,95882
120790,33798
120791,39227
120792,51563
120793,159575
120794,59163
120795,60661
120796,48215
120797,25308
120798,18759
120799,47457
120800,79220
120801,47279
120802,76140
120803,51399
120804,35221
120805,41753
120806,60705
120807,27788
120808,147761
120809,162064
120810,114225
120811,113569
120812,28008
120813,11199
120814,171105
120815,231399
120816,95400
120817,69505
120818,101139
120819,216249
120820,30213
120821,41578
120822,43067
120823,546327
120824,108683
120825,17201
120826,99549
120827,132035
120828,53501
120829,117200
120830,162352
120831,547132
120832,209041
120833,87776
120834,263489
120835,29749
120836,63956
120837,56523
120838,32827
120839,82631
120840,16610
120841,210915
120842,44403
120843,116391
120844,285017
120845,22856
120846,69058
120847,544165
120848,112937
120849,41235
120850,766540
120851,19500
120852,30465
120853,49487
120854,19233
120855,45217
120856,9673
120857,155142
120858,273807
120859,59086
120860,76401
120861,74605
120862,219282
120863,17813
120864,15740
120865,11631
120866,240878
120867,12833
120868,44406
120869,50865
120870,40648
120871,4441
120872,143211
120873,31362
120874,89909
120875,33525
120876,95264
120877,24359
120878,149225
120879,131832
120880,44247
120881,36935
120882,40368
120883,17795
120884,129946
120885,66888
120886,6368
120887,335765
120888,158154
120889,559901
120890,166865
120891,104614
120892,75754
120893,23729
120894,166942
120895,243105
120896,101273
120897,84955
120898,92466
120899,465647
120900,115516
120901,42711
120902,59023
120903,148988
120904,36648
120905,546814
120906,84661
120907,51416
120908,259281
120909,522831
120910,80019
120911,67659
120912,36580
120913,51680
120914,24425
120915,220385
120916,168930
120917,51440
120918,43004
120919,24951
120920,74702
120921,34088
120922,22678
120923,19106
120924,169833
120925,155373
120926,512507
120927,237249
120928,141462
120929,53096
120930,6236
